name,release_date,price,genres,tags,review_count,review_score_text,review_score,platforms,developers,publishers,category_price,release_year
IL-2 Sturmovik: 1946,2008-06-13,90999.0,['Simulation'],"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor', 'Family Sharing', 'Simulation']",2442,Very Positive,7,"['windows', 'mac', 'linux']",['1C: Maddox Games'],['Fulqrum Publishing'],Paid,2008
Heroes of Might & Magic V: Tribes of the East,2008-10-10,99000.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",2659,Very Positive,7,"['windows', 'mac', 'linux']",['Nival'],['Ubisoft'],Paid,2008
Heroes of Might & Magic V: Hammers of Fate,2008-10-10,99000.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",319,Very Positive,7,"['windows', 'mac', 'linux']",['Nival'],['Ubisoft'],Paid,2008
Brothers in Arms: Hell's Highway,2008-10-08,99000.0,['Action'],"['Single-player', 'Family Sharing', 'Action']",2023,Very Positive,7,"['windows', 'mac', 'linux']",['Gearbox Software'],['Ubisoft'],Paid,2008
Harvest: Massive Encounter,2009-01-23,59999.0,"['Strategy', 'Indie']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Strategy', 'Indie']",127,Mostly Positive,5,"['windows', 'mac', 'linux']",['Oxeye Game Studio'],['Oxeye Game Studio'],Paid,2009
The Wonderful End of the World,2008-07-17,89999.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing', 'Casual', 'Indie']",545,Mostly Positive,5,"['windows', 'mac', 'linux']","['Dejobaan Games, LLC']","['Dejobaan Games, LLC']",Paid,2008
AaAaAA!!! - A Reckless Disregard for Gravity,2009-09-03,89999.0,"['Action', 'Indie', 'Sports']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie', 'Sports']",644,Very Positive,7,"['windows', 'mac', 'linux']","['Dejobaan Games, LLC']","['Dejobaan Games, LLC']",Paid,2009
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2011-11-23,89999.0,"['Action', 'Indie', 'Sports']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie', 'Sports']",530,Very Positive,7,"['windows', 'mac', 'linux']","['Dejobaan Games, LLC', 'Owlchemy Labs']","['Dejobaan Games, LLC']",Paid,2011
"Warhammer 40,000: Dawn of War II - Anniversary Edition",2009-02-18,360000.0,['Strategy'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Strategy']",7075,Very Positive,7,"['windows', 'mac', 'linux']","['Relic Entertainment', 'Feral Interactive (Mac/Linux)']","['Relic Entertainment', 'Feral Interactive (Mac/Linux)']",Paid,2009
Oddworld: Abe's Oddysee,2008-08-28,24999.0,['Adventure'],"['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Adventure']",2093,Very Positive,7,"['windows', 'mac', 'linux']",['Oddworld Inhabitants'],['Oddworld Inhabitants'],Paid,2008
Oddworld: Abe's Exoddus,2008-08-28,24999.0,['Adventure'],"['Single-player', 'Family Sharing', 'Adventure']",1395,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Oddworld Inhabitants'],['Oddworld Inhabitants'],Paid,2008
Oddworld: Munch's Oddysee,2010-12-20,39999.0,"['Action', 'Adventure', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing', 'Action', 'Adventure', 'Strategy']",921,Mostly Positive,5,"['windows', 'mac', 'linux']",['Oddworld Inhabitants'],['Oddworld Inhabitants'],Paid,2010
Oddworld: Stranger's Wrath HD,2010-12-20,69999.0,"['Action', 'Adventure', 'Strategy']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Action', 'Adventure', 'Strategy']",1398,Very Positive,7,"['windows', 'mac', 'linux']",['Oddworld Inhabitants'],['Oddworld Inhabitants'],Paid,2010
Luxor 3,2008-06-10,89999.0,['Casual'],"['Single-player', 'Family Sharing', 'Casual']",138,Very Positive,7,"['windows', 'mac', 'linux']",['MumboJumbo'],['Accelerate Games'],Paid,2008
Luxor,2008-06-10,89999.0,['Casual'],"['Single-player', 'Family Sharing', 'Casual']",112,Mostly Positive,5,"['windows', 'mac', 'linux']",['MumboJumbo'],['Accelerate Games'],Paid,2008
Virtual Villagers: A New Home,2008-05-12,89999.0,"['Casual', 'Simulation']","['Single-player', 'Family Sharing', 'Casual', 'Simulation']",143,Very Positive,7,"['windows', 'mac', 'linux']",['Last Day of Work'],[],Paid,2008
Plant Tycoon,2008-05-12,89999.0,"['Casual', 'Simulation']","['Single-player', 'Family Sharing', 'Casual', 'Simulation']",174,Very Positive,7,"['windows', 'mac', 'linux']",['Last Day of Work'],[],Paid,2008
Virtual Villagers 3: The Secret City,2008-05-28,89999.0,"['Casual', 'Simulation']","['Single-player', 'Family Sharing', 'Casual', 'Simulation']",119,Very Positive,7,"['windows', 'mac', 'linux']",['Last Day of Work'],[],Paid,2008
Everyday Shooter,2008-05-08,69999.0,"['Indie', 'Casual']","['Single-player', 'Partial Controller Support', 'Family Sharing', 'Indie', 'Casual']",113,Very Positive,7,"['windows', 'mac', 'linux']",['Queasy Games'],[],Paid,2008
F.E.A.R. 2: Project Origin,2009-02-12,115999.0,['Action'],"['Single-player', 'Multi-player', 'Family Sharing', 'Action']",4817,Very Positive,7,"['windows', 'mac', 'linux']",['Monolith'],"['Warner Bros. Games', 'Warner Bros. Interactive Entertainment']",Paid,2009
Trials 2: Second Edition,2008-05-28,89999.0,"['Indie', 'Racing', 'Sports']","['Single-player', 'Multi-player', 'Steam Achievements', 'Family Sharing', 'Indie', 'Racing', 'Sports']",248,Very Positive,7,"['windows', 'mac', 'linux']",['Redlynx'],[],Paid,2008
Insecticide Part 1,2008-07-01,37999.0,"['Action', 'Adventure']","['Single-player', 'Family Sharing', 'Action', 'Adventure']",349,Mostly Positive,5,"['windows', 'mac', 'linux']",['Crackpot Entertainment'],['Missing Link Games'],Paid,2008
Velvet Assassin,2009-05-01,56499.0,['Action'],"['Single-player', 'Partial Controller Support', 'Family Sharing', 'Action']",1981,Mixed,4,"['windows', 'mac', 'linux']",['Replay Studios'],['Missing Link Games'],Paid,2009
Legendary,2008-12-01,56499.0,['Action'],"['Single-player', 'Family Sharing', 'Action']",2033,Mixed,4,"['windows', 'mac', 'linux']",['Spark Unlimited'],['SouthPeak Games'],Paid,2008
Sid Meier's Civilization IV: Colonization,2008-09-23,199999.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",1105,Very Positive,7,"['windows', 'mac', 'linux']",['Firaxis Games'],['2K'],Paid,2008
Call of Juarez: Bound in Blood,2009-07-02,115000.0,['Action'],"['Single-player', 'Steam Cloud', 'Family Sharing', 'Action']",3848,Very Positive,7,"['windows', 'mac', 'linux']",['Techland'],['Techland Publishing'],Paid,2009
World of Goo,2008-10-13,95999.0,['Indie'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Indie']",4310,Very Positive,7,"['windows', 'mac', 'linux']",['2D BOY'],['2D BOY '],Paid,2008
Mount & Blade,2008-11-03,109000.0,"['Indie', 'RPG']","['Single-player', 'Steam Trading Cards', 'Includes level editor', 'Family Sharing', 'Indie', 'RPG']",5097,Very Positive,7,"['windows', 'mac', 'linux']",['TaleWorlds Entertainment'],['TaleWorlds Entertainment'],Paid,2008
Penumbra: Black Plague,2009-01-23,90999.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Captions available', 'Family Sharing', 'Action', 'Adventure', 'Indie']",2497,Very Positive,7,"['windows', 'mac', 'linux']",['Frictional Games'],['Frictional Games'],Paid,2009
Hearts of Iron II: Complete,2009-01-23,160999.0,['Strategy'],"['Single-player', 'Multi-player', 'Family Sharing', 'Strategy']",552,Very Positive,7,"['windows', 'mac', 'linux']",['Paradox Development Studio'],['Paradox Interactive'],Paid,2009
Penumbra: Requiem,,0.0,"['Adventure', 'Indie']","['Single-player', 'Captions available', 'Family Sharing', 'Adventure', 'Indie']",976,Mixed,4,"['windows', 'mac', 'linux']",['Frictional Games'],['Frictional Games'],Free,
Penumbra: Overture,2009-03-06,90999.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Captions available', 'Family Sharing', 'Action', 'Adventure', 'Indie']",3353,Very Positive,7,"['windows', 'mac', 'linux']",['Frictional Games'],['Frictional Games'],Paid,2009
Zeno Clash,2009-04-21,69999.0,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie']",1960,Very Positive,7,"['windows', 'mac', 'linux']",['ACE Team'],['ACE Team'],Paid,2009
Rock of Ages,2011-09-07,69999.0,"['Action', 'Indie', 'Racing', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie', 'Racing', 'Strategy']",3042,Very Positive,7,"['windows', 'mac', 'linux']",['ACE Team'],['SEGA'],Paid,2011
Fallout 3,2008-10-28,89999.0,['RPG'],"['Single-player', 'Partial Controller Support', 'RPG']",16929,Mostly Positive,5,"['windows', 'mac', 'linux']",['Bethesda Game Studios'],['Bethesda Softworks'],Paid,2008
Rogue Warrior,2009-12-01,66500.0,['Action'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action']",1077,Mixed,4,"['windows', 'mac', 'linux']",['Rebellion'],['Bethesda Softworks'],Paid,2009
The Elder Scrolls III: Morrowind,2009-06-16,135999.0,['RPG'],"['Single-player', 'Steam Cloud', 'Family Sharing', 'RPG']",19943,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Bethesda Game Studios'],['Bethesda Softworks'],Paid,2009
The Elder Scrolls IV: Oblivion ,2009-06-16,135999.0,['RPG'],"['Single-player', 'Steam Cloud', 'Family Sharing', 'RPG']",39469,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Bethesda Game Studios'],['Bethesda Softworks'],Paid,2009
Call of Cthulhu: Dark Corners of the Earth,2009-06-16,66500.0,[],"['Single-player', 'Family Sharing']",2674,Mixed,4,"['windows', 'mac', 'linux']",['Headfirst Productions'],['Bethesda Softworks'],Paid,2009
BRINK,2011-05-09,0.0,"['Action', 'Free To Play']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Action', 'Free To Play']",1963,Mixed,4,"['windows', 'mac', 'linux']",['Splash Damage'],['Bethesda Softworks'],Free,2011
Fallout 3 - Game of the Year Edition,2009-12-17,164900.0,['RPG'],"['Single-player', 'Family Sharing', 'RPG']",39136,Very Positive,7,"['windows', 'mac', 'linux']",['Bethesda Game Studios'],['Bethesda Softworks'],Paid,2009
Fallout: New Vegas,2010-10-21,89999.0,"['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing', 'Action', 'RPG']",179849,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Obsidian Entertainment'],['Bethesda Softworks'],Paid,2010
Hunted: The Demon's Forge,2011-06-02,66500.0,"['Action', 'Adventure']","['Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure']",1020,Mostly Positive,5,"['windows', 'mac', 'linux']",['inXile Entertainment'],['Bethesda Softworks'],Paid,2011
Spectromancer,2009-02-11,65000.0,"['Indie', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Remote Play Together', 'Family Sharing', 'Indie', 'Strategy']",289,Very Positive,7,"['windows', 'mac', 'linux']","['Apus Software', 'Three Donkeys LLC']",['Three Donkeys LLC'],Paid,2009
Worms Reloaded,2010-08-26,135999.0,['Strategy'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Strategy']",3202,Very Positive,7,"['windows', 'mac', 'linux']",['Team17 Digital Ltd'],['Team17 Digital Ltd'],Paid,2010
Alien Breed: Impact,2010-06-03,135999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing', 'Action']",954,Mostly Positive,5,"['windows', 'mac', 'linux']",['Team17 Software Ltd.'],['Team17 Digital Ltd'],Paid,2010
Alien Breed 2: Assault,2010-09-22,135999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Action']",377,Mostly Positive,5,"['windows', 'mac', 'linux']",['Team17 Digital Ltd'],['Team17 Digital Ltd'],Paid,2010
Alien Breed 3: Descent,2010-11-17,135999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Action']",345,Mostly Positive,5,"['windows', 'mac', 'linux']",['Team17 Digital Ltd'],['Team17 Digital Ltd'],Paid,2010
Cogs,2009-04-14,48999.0,"['Indie', 'Casual']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Indie', 'Casual']",281,Very Positive,7,"['windows', 'mac', 'linux']",['Lazy 8 Studios'],[],Paid,2009
Braid,2009-04-10,115999.0,"['Casual', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing', 'Casual', 'Indie', 'Strategy']",6743,Very Positive,7,"['windows', 'mac', 'linux']",['Number None'],['Number None'],Paid,2009
Crayon Physics Deluxe,2009-05-06,135999.0,"['Casual', 'Indie']","['Single-player', 'Family Sharing', 'Casual', 'Indie']",331,Very Positive,7,"['windows', 'mac', 'linux']",['Kloonigames'],['Kloonigames'],Paid,2009
The Path,2009-03-18,69999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie']",787,Mostly Positive,5,"['windows', 'mac', 'linux']",['Tale of Tales'],['Tale of Tales'],Paid,2009
The Graveyard,2009-03-09,39999.0,"['Indie', 'Simulation']","['Single-player', 'Family Sharing', 'Indie', 'Simulation']",348,Mixed,4,"['windows', 'mac', 'linux']",['Tale of Tales'],['Tale of Tales'],Paid,2009
FATALE,2009-11-04,52999.0,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Family Sharing', 'Adventure', 'Casual', 'Indie']",118,Mixed,4,"['windows', 'mac', 'linux']",['Tale of Tales'],['Tale of Tales'],Paid,2009
Twin Sector,2009-09-16,47499.0,"['Action', 'Adventure']","['Single-player', 'Family Sharing', 'Action', 'Adventure']",193,Mostly Negative,3,"['windows', 'mac', 'linux']",['DnS Development'],['DnS Development'],Paid,2009
Booster Trooper,2010-04-23,19499.0,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie']",152,Mixed,4,"['windows', 'mac', 'linux']",['DnS Development'],['DnS Development'],Paid,2010
Dead Horde,2011-07-27,37999.0,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Action', 'Indie']",432,Mostly Negative,3,"['windows', 'mac', 'linux']",['DnS Development'],['DnS Development'],Paid,2011
Kane & Lynch 2: Dog Days,2010-08-17,89999.0,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing', 'Action']",6035,Mixed,4,"['windows', 'mac', 'linux']",['IO Interactive'],['Square Enix'],Paid,2010
Musaic Box,2009-03-19,45999.0,"['Indie', 'Casual']","['Single-player', 'Family Sharing', 'Indie', 'Casual']",132,Very Positive,7,"['windows', 'mac', 'linux']",['KranX Productions'],['KranX Productions'],Paid,2009
Blueberry Garden,2009-06-10,47499.0,"['Adventure', 'Indie']","['Single-player', 'Family Sharing', 'Adventure', 'Indie']",127,Mostly Positive,5,"['windows', 'mac', 'linux']",['Erik Svedäng'],['Erik Svedäng AB'],Paid,2009
Osmos,2009-08-18,69999.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Family Sharing', 'Casual', 'Indie']",642,Very Positive,7,"['windows', 'mac', 'linux']",['Hemisphere Games'],['Hemisphere Games'],Paid,2009
Caster,2009-03-19,17499.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3349,Mostly Positive,5,"['windows', 'mac', 'linux']",['Elecorn'],['Elecorn'],Paid,2009
Dark Sector,2009-03-24,89999.0,['Action'],"['Single-player', 'Multi-player', 'Partial Controller Support', 'Family Sharing', 'Action']",613,Very Positive,7,"['windows', 'mac', 'linux']",['Digital Extremes'],['Digital Extremes'],Paid,2009
Wallace & Gromit Ep 1: Fright of the Bumblebees,2009-03-23,130999.0,['Adventure'],"['Single-player', 'Family Sharing', 'Adventure']",236,Very Positive,7,"['windows', 'mac', 'linux']",['Telltale'],['Telltale'],Paid,2009
Warfare,2009-07-20,83999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",153,Mostly Positive,5,"['windows', 'mac', 'linux']",['GFI Russia'],['Game Factory Interactive'],Paid,2009
Clutch,2009-07-20,69999.0,"['Action', 'Racing']","['Single-player', 'Family Sharing', 'Action', 'Racing']",107,Positive,6,"['windows', 'mac', 'linux']",['Targem Games'],['Game Factory Interactive'],Paid,2009
Insane 2,2012-01-24,95999.0,['Racing'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Family Sharing', 'Racing']",212,Mostly Positive,5,"['windows', 'mac', 'linux']",['Targem Games'],['Game Factory Interactive'],Paid,2012
Rising Storm/Red Orchestra 2 Multiplayer,2011-09-13,199999.0,"['Action', 'Massively Multiplayer', 'Simulation']","['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Family Sharing', 'Action', 'Massively Multiplayer', 'Simulation']",24247,Very Positive,7,"['windows', 'mac', 'linux']",['Tripwire Interactive'],['Tripwire Interactive'],Paid,2011
The Ball,2010-10-26,89999.0,"['Action', 'Adventure', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'Strategy']",790,Mostly Positive,5,"['windows', 'mac', 'linux']",['Teotl Studios'],['Tripwire Interactive'],Paid,2010
Dwarfs!?,2011-05-04,89999.0,"['Casual', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Casual', 'Indie', 'Strategy']",610,Mostly Positive,5,"['windows', 'mac', 'linux']",['Power of 2'],['Tripwire Interactive'],Paid,2011
Trine,2009-07-02,115999.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Adventure', 'Indie']",12231,Very Positive,7,"['windows', 'mac', 'linux']",['Frozenbyte'],['Frozenbyte'],Paid,2009
