developer,count
axilirate,1
Turn 10,1
85 Plus Games,1
Game Science,1
Mad Silver Lab Games,1
The Spiteful Games,1
Night Signal Entertainment,1
Mikael Bihl,1
Yusuf Islam Seyhan,1
Samet Acar,1
Steel Games,1
ginolabo,1
Shiv,1
Surgent Studios,1
Nexile,1
Keep Games,1
penusbmic,1
[2.21],1
SBN3,1
Get(Color) Games,1
Matej 'Retro' Jan,1
CleverRaven,1
ACE ENTERTAINMENT,1
JANS Dev Team,1
Zojoi LLC.,1
GrahfMetal,1
Luke Muscat,1
Planescape Game Studio,1
MiniWhale,1
Good Mood Games,1
Notorious Studios,1
Lemma Arts,1
MV JPL,1
Jakai,1
ATRIC Games,1
Fushidaratei,1
Hinterland Mood,1
Sunlight Games,1
Big Finish Games,1
Lightmare Studio,1
Ludosity,1
Remar Games,1
"Armature Studio, LLC",1
TT Fusion,1
Suspicious Developments,1
"Dracue, Co. ltd",1
Turtle Rock Studios,1
Loren Lemcke,1
Volition Inc.,1
Volition Inc,1
Ovilex Software,1
Reality Twist GmbH,1
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,1
Tomasz Wacławek,1
Vagabond Dog,1
Tendershoot,1
A Jolly Corpse,1
Stellar Jockeys,1
Gausswerks,1
Acid Wizard Studio,1
"Laser Guided Games, LLC",1
Michael Brough,1
GRIP Digital s.r.o.,1
JForce Games,1
Digital Confectioners,1
Rob Howland,1
Code Force,1
JoWooD Vienna,1
Impromptu Games,1
DigitalDNA Games LLC,1
Crazy Viking Studios,1
Atooi,1
Rising Star Games,1
The Tiniest Shark,1
Keen Games,1
Clickteam,1
Nifflas' Games,1
North of Earth,1
Dekovir Entertainment,1
Firedance Games,1
Biart Company LLC,1
Nabi Studios,1
KillHouse Games,1
WhiteMoon Dreams,1
Mindware Studios,1
Final Boss Entertainment,1
Worthless Bums,1
TREASURE,1
grapefrukt games,1
Topware Interactive,1
Toontraxx Studios,1
Starbreeze,1
Mimimi Games,1
The Collective,1
Ubisoft Sofia,1
Scientifically Proven,1
Digital Leisure Inc.,1
WizarBox Production,1
Pure FPS,1
Primal,1
Lost Decade Games,1
Blue Mammoth Games,1
Glacicle,1
Digital Tentacle,1
Never Don't Play,1
Mastertech,1
"IDEA FACTORY Co., Ltd.",1
"COMPILE HEART Co., Ltd.",1
"FELISTELLA Co., Ltd.",1
PestoForce,1
"Marauder Interactive, LLC",1
MEGAFUZZ,1
Sir-Tech,1
Madlab Software,1
Infogames Europe SA,1
Easy Co,1
Aldorlea Games,1
Pixel Night,1
VIS - Visual Imagination Software,1
Starfish-SD Inc,1
Altar Interactive,1
Sebastien Bini,1
Coronado Games,1
Eutechnyx,1
Zootfly,1
Fly System,1
Studio Pixel,1
Utopian World of Sandwiches,1
Kumobius,1
Paul Marrable,1
Blind Mind Studios,1
Nvizzio Creations,1
GolemLabs,1
Enter Skies,1
Lince Works,1
Midgar Studio,1
Fusty Game,1
Vigilant Addiction Studios,1
Coldrice Games LLC,1
Siege Games,1
Doragon Entertainment,1
WRF Studios,1
Krita Team,1
Krita Community Contributors,1
Serious Bros.,1
Yuisy,1
Creazn Studio,1
Phoenix Game Studio,1
3f Interactive,1
Supersonic Software,1
GameORE,1
Burut CT,1
Computerhouse,1
Strategy First,1
Third Wire Productions,1
Blackbird Interactive,1
Gojira,1
Bojan Brbora,1
SITER SKAIN,1
Dreamworlds,1
GRIN,1
Studio Bean,1
Arkavi Studios,1
Puck Redflix,1
Unicorn Games Studio,1
InterWave Studios,1
Brian Cronin,1
Dialogue Design,1
Spicy Horse Games,1
Reactor Zero,1
Sidhe,1
Day 1 Studios,1
Ubisoft Reflections,1
Cyanide Montreal,1
United Front Games,1
BUGBEAR,1
Gas Powered Games,1
"Hassey Enterprises, Inc.",1
U.S. Army,1
EA Los Angeles,1
Lizsoft,1
Bootsnake Games,1
Ino-Co Plus,1
Devil's Details,1
ASTRO PORT,1
Lionhead Studios,1
Capybara,1
Superbrothers,1
Jim Guthrie,1
Rockstar Studios,1
Eden Industries,1
Ty Taylor and Vega Castañeda,1
The Quantum Astrophysicists Guild,1
GameConnect,1
EA Redwood Shores,1
Eyebrow Interactive,1
Manodeix,1
Pantsu Productions,1
tiplay studio,1
PropilGames,1
ChuTouMiao Studio,1
lamedeveloper,1
JacksonG13,1
Adam Travers,1
Alexander Perrin,1
KwaKwaGames,1
DarkPhobia Games,1
AnomalyGuys,1
Purple Heads Games,1
Mateusk2m,1
Nachosama Games,1
BioWare,1
TWEN,1
Frontier,1
Planet Moon Studios,1
Sick Puppies,1
Deepred,1
Bugbear Entertainment,1
Muzzy Lane,1
Artematica Entertainment,1
Most Wanted Entertainment,1
Mithis Games,1
BlackFoot Studios,1
Hi-Rez Studios,1
DICE,1
Ronimo Games,1
Rocket Bear Games,1
"Vblank Entertainment, Inc.",1
droqen,1
Nadeo,1
Hello Games,1
Going Loud Studios,1
Iron Tower Studio,1
Colin Northway with art by Thomas Shahan,1
Brightrock Games,1
Senscape,1
Metanet Software Inc.,1
Giant Army,1
Geniaware Srl,1
Zombie Studios,1
Theresa Duringer,1
Pete Andstadt,1
Threaks,1
Ironclad Games Corporation,1
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",1
Cardboard Computer,1
Santa Ragione,1
Mousechief,1
Lucas Pope,1
Beau Blyth,1
Doseone,1
Ian Campbell,1
Greenheart Games 💚,1
DoubleBear Productions,1
Matt Cohen,1
Modern Dream,1
Ndemic Creations,1
FarmerGnome,1
Starbreeze Studios AB,1
Megadev,1
Polytron Corporation,1
Arkedo,1
Subset Games,1
New Star Games,1
Overhaul Games,1
SuperVillain Studios,1
Creative Assembly,1
Blendo Games,1
City Interactive,1
2x2 Games,1
Rogue Planet Games,1
"Level Up Labs, LLC",1
OVERKILL - a Starbreeze Studio.,1
5th Cell Media,1
"Acoustica, Inc.",1
Avatar Creations,1
][ Games Inc,1
ioneo,1
IonFx,1
LudoCraft Ltd.,1
Team Psykskallar,1
Ankama Games,1
Eagle Dynamics SA,1
Goldhawk Interactive,1
UL Solutions,1
No More Room in Hell Team,1
Compulsion Games,1
Robotronic Games,1
TreeNutsGames,1
Deafperv,1
SRS Games,1
Mike Monroe,1
Jam2go,1
KIWIWALKS,1
IKINAGAMES,1
Yakov Butuzoff,1
Team Soda,1
Stove Powered Games,1
Clockwork Acorn,1
Gniller,1
Santa Monica Studio,1
Jetpack Interactive,1
TECHHOME,1
WildMonkey,1
Cozy Village,1
Belief Engine,1
Altered Orbit Studios,1
All Possible Futures,1
NEOWIZ,1
Apphic Games,1
Sven Ahlgrimm,1
Mathilde Hoffmann,1
Bastian Clausdorff,1
Bosmic Forge,1
Bunstack,1
Redeev,1
Max Inferno,1
Buckshot Software,1
small bros,1
Serious Sim,1
Bloody Pixel Games,1
"Soft Not Weak, LLC",1
Murilobast,1
Bart Bonte,1
WONDER POTION,1
Hakababunko,1
fumi,1
The Poundry,1
Paper Promises Programming,1
perelesoq,1
"Asobism.Co.,Ltd",1
DeskClub Games,1
Bad Viking,1
Polychroma Games,1
Angry Cat Studios,1
Creatio 49,1
Lavaboots Studios,1
Wherry,1
1M Bits Horde,1
Molegato,1
Trickjump Games Ltd,1
Spyridon Thalassinos,1
"crim Co., Ltd.",1
Elementarium games,1
tha ltd.,1
Enhance,1
Owned by Gravity,1
TSUKURITE.,1
Revmatek,1
Jeminie Interactive,1
Cosmo Gatto,1
SukeraSparo,1
43 Studios,1
TrinityBJ,1
TLACHTLI,1
Onion Games,1
YiTi Games,1
DreamSkillz,1
Delirium Tremens Games,1
Keystone Knight,1
Studio Chien d'Or,1
Rain Games,1
CarloC,1
Callback,1
ln404,1
2Dynamic Games,1
Sunseeker Games,1
Nidal Nijm Games,1
Peace Blvd Games,1
Fábio Fontes,1
751 Games,1
Star Drifters,1
MS GAMES,1
MK STUDIOS,1
Mockingbird Softworks,1
Twisted Corridor 👻,1
"FREE STYLE, Inc.",1
DUT Studio,1
Thin Line,1
NUU,1
Neotro Inc.,1
VODKAdemo?,1
Nornec,1
KPC,1
Softmind Ltd,1
The Pixel Hunt,1
Devm Games,1
Lance,1
Far From Home,1
13AM Games,1
Racjin,1
VeryBigDog,1
PinkySoul,1
Table 9 Studio,1
Punx Studios,1
Fireplace Games,1
ShiBoo!,1
ThorHighHeels,1
helpnode,1
011 Games,1
IronOak Games,1
3-50,1
Targon Studios,1
FRAME BREAK,1
Amplifier Studios,1
Electronic Arts - Tiburon,1
Scopely,1
Color Gray Games,1
Corbie Games,1
Westwood Studios,1
Lobotomy Software,1
Zenox,1
Skullcap Studios,1
Alblune,1
DuskDogStudio,1
Armchair History Interactive,1
Black Salt Games,1
Dreambyte Games,1
CubeCube Sports Ltd.,1
Andrew Ryan Henke,1
Matrioshka Games,1
Re零同人社,1
Eric Thullen,1
Johnny Dale Lonack,1
Chaosmonger Studio,1
PUMPKIM,1
Little Beavers Games,1
Team L.U.R.Id Glow,1
IndieBug,1
"Grenoble Interactive, LLC",1
Hometopia Inc.,1
2pt Interactive,1
Fernando Araujo,1
Adam Dover,1
Bitrich.info,1
Mighty Yell,1
仓鼠动力,1
Args Studio,1
Random Potion Oy,1
RPN Indie Developer,1
3D Realms,1
All in! Games,1
Isolated Games,1
Firesprite Ltd,1
Alioth Studio,1
Third Spirit Games,1
RainbowStudio,1
tox² interactive GmbH,1
TeaForTwo,1
Risa Interactive,1
Bit Rot,1
Mushreb Games,1
Nikita Kaf,1
Mountains,1
Astralis Games,1
Peakway Software LLC,1
DOG HOGGLER,1
Straight Back Games,1
Peachy Keen Games,1
Tense Games,1
Bulwark Studios,1
Toylogic Inc.,1
chengcong,1
Sakana Studios,1
"CarX Technologies, LLC",1
BatWorks Software,1
ISVR,1
Bytten Studio,1
Study Bunny Games LLC,1
Jonas Tyroller,1
AZAMATIKA,1
Clover Bite,1
Wishes Ultd.,1
Greg Lobanov,1
Alexis Dean-Jones,1
Lena Raine,1
Madeline Berger,1
A Shell in the Pit,1
Cleversan Games,1
The N Main Shop,1
SURT,1
OverPowered Team,1
ambai,1
Frozen Line,1
Andre Gareis,1
Remix Games,1
Devon Wiersma,1
Reality MagiQ,1
Silent Fox,1
Smug Marmot Studios,1
Thunkd,1
Screaming Bee,1
Sovietpunk 1991,1
Andrew Hussie,1
Codrin Bradea,1
"HYDE, Inc.",1
Dan Hathaway,1
"Softstar Technology (Beijing) Co., Ltd",1
Jinthree Studio,1
Anomaly Games,1
Goody Gameworks,1
DreamWay Games,1
NEO-C Productions L.L.C,1
Baba Nura,1
Siactro,1
Kids With Sticks,1
the last evil wizard,1
WildArts Games,1
Statera Studio,1
Studio Amateur,1
Demonheart Studios,1
Teravision Games,1
Vexan Studio,1
HONEYSOFT,1
LizardWish,1
One Gruel Studio,1
Dave Kap,1
Refactor Games,1
Nikita Ustinov,1
Nikolay Lazarev,1
Dume Games Studio,1
Geometa,1
Fourexo Entertainment,1
Disillusion Dev,1
Team OFK,1
Flying Panjandrum / ふらいんぐパンジャンドラム,1
青岛三脚猫工作室,1
Action Square(STUDIO HG),1
Wayout Pictures,1
Posterity Entertainment,1
Aleksandr Turkin,1
Fivemid Studio,1
MyDearest Inc.,1
DRAGOLITE,1
Appnori Inc.,1
Flavourworks,1
Axan Gray,1
tons of bits,1
__Ja__ga__imo__,1
Family Devs,1
Abylight Studios,1
Actual Nerds,1
Primula,1
Brownmonster Limited,1
Cat Commandos,1
Omnis Rector Studios,1
HEIJUN,1
The Evergloom Team,1
Femdom Wife Game,1
琉璃花糖制作组,1
Garakowa Marshmallow,1
Terapoly,1
Sangwoon Jin,1
Arrowiz,1
Funselektor Labs Inc.,1
Lasengle Inc.,1
Hunex,1
Neon Doctrine,1
Dylan White,1
Magnum Scriptum,1
Traega Entertainment,1
Rapturous Studio,1
Bynine Studio,1
Polyarc,1
滑稽工作室,1
Empress,1
Elf,1
Terrible Toybox,1
White Phantom Games,1
10tons Ltd,1
Game Smithing Limited,1
Disrate Studios,1
Max Fleet,1
Gample,1
Xekvera,1
LeJunesArt,1
Luis G. Bento,1
Zeldars Zone,1
Steelkrill Studio,1
makaroll,1
Studio Daimon,1
Evil Grog Games,1
ELEET GAMES,1
BKOM Studios,1
丹羽Dward,1
gcBronze,1
QCF Design,1
Backhole,1
Brain Pump,1
DON'T NOD,1
Sky9 Games,1
Casus Ludi,1
Moonlab Studio,1
Sungame Studio,1
HappyTall Game,1
Tacty Studio,1
Hijiri Yuzuki,1
Daniel Lochner,1
Guidelight Games,1
LSP GAME,1
Circle Kurasuke Warehouse,1
Hidden Tower,1
SeaOrama,1
Xendra,1
Ana Pepper,1
Time Galleon,1
Panik Arcade,1
Star Garden Games,1
SG DEV,1
Jaklub,1
PALETTE-QUALIA,1
Stranga Games,1
Edgeflow Studio,1
Nuko Majin,1
Ulfsire,1
Nocturne Studio,1
Memorable Games,1
Team Vivat,1
Bogdan Rosca,1
Appci Inc.,1
Natsume Inc.,1
墨香如故,1
Wolpertinger Games,1
Wabisabi Games,1
Avantgarden SRL,1
TUTGame,1
Studio Cut to Bits,1
Wenkly Studio Sp. z o.o.,1
Kunpo Games,1
Squeaks D'Corgeh,1
Cogware Games,1
Aaron McDevitt,1
Upstream Arcade,1
Stork Game,1
Bible Games,1
ArtistBOA,1
Ballistic Moon,1
pgWave,1
Big Blue Bubble,1
Space Colony Studios,1
Sengi Games,1
Team Samoyed,1
Dylan Bassett,1
Kinmoku,1
Perfect Day Studio,1
Absolutely Games,1
AIROTS,1
非魚工作室,1
Team SNEED,1
Fiveamp,1
Lionel Marsden,1
HugoBDesigner,1
Olive Panda Studio,1
Traptics,1
Hitori De Productions,1
上海アリス幻樂団,1
IguanaBee,1
UPLAY Basketball,1
LIGHTS ARE OFF LLC,1
Polyscape Inc.,1
TetraScope,1
Gravity Lagoon,1
Makoto Sanada,1
Teleopsia Games,1
FerriteLabs,1
SelianiDEV,1
BUCK,1
Antfood,1
HAMMER95,1
Popcannibal,1
BattleBrew Productions,1
Cat Play Studio,1
Electric Monkeys,1
Happinet,1
Kieran,1
Hotloop,1
CREATY,1
A44 Games,1
Scheme Street,1
Ranwog,1
Dead Pixel Productions,1
loonyware,1
1010 Games,1
DDreams Games,1
Evil Raptor,1
Woodland Development,1
Die of Death Games,1
Matrix,1
Team Instant Defeat,1
Artifex Parvus,1
Sinister Design,1
Innersloth,1
Robot Teddy,1
Notovia,1
KOJIMA PRODUCTIONS,1
Chicken Launcher,1
tinyBuild Riga,1
HULOTTE,1
Picorinne Soft,1
Long Jaunt,1
RegulusNSFW,1
摸鱼猫工作室,1
Nick,1
Red Square Games,1
MaouCat Studio / 魔王貓工作室,1
Rising Moon Games,1
Kiralice Sha,1
R's,1
Acute Owl Studio,1
ThirdPixel Interactive,1
Craft Theory,1
Wild Monkey,1
Igor Shalimov,1
SomeHumbleOnion,1
LostOneTeam,1
Drop Rate Studio,1
MystiveDev,1
Jukai Studio,1
Just Purkey Games,1
Resistance Games,1
Nukefist,1
Hardworker Studio,1
Rachan Neamprasert,1
MadLife Divertissement,1
Nightmare Studios,1
Poptropica,1
BunFan Games LLC,1
DID Games,1
HiWarp,1
Housemade Inc.,1
higopage,1
Heliodor,1
WildSphere,1
Bar Holographic Otaku,1
1BITDRAGON,1
Button Factory Games,1
Sinner's Lotion,1
Cortez Productions,1
Angry Mob Games,1
Motion Twin,1
LSJ Productions,1
Studio Ginkgo,1
Nacon Studio Milan,1
Ghosts,1
Hilltop Studios,1
Subcult Joint LTD,1
Undergrad Steve,1
Seedy Eye Software,1
えくすからーず,1
Blankhans,1
Kruger & Flint Productions,1
FlyinDogs,1
Stanislaw Truchowski,1
German Bandera,1
Demagog Studio,1
Maru VR Productions,1
Blobfish,1
Bloober Team,1
Gridpop,1
TREBUCHET,1
Skydance Interactive,1
Bryce Summer,1
趣品堂(Hardcore Studio),1
Game Grumps,1
Cozy Game Pals,1
Sounding Stone / 老奉毊,1
"Metalcat Interactive Co.,Ltd",1
MarpleGames,1
Midnight Munchies,1
AQUAPLUS,1
Topping Palette,1
ASK_GAMES,1
YSH BigDove,1
The Swordman Studio,1
Westwood Associates,1
Stormfront Studios,1
Falcon Development,1
Squid Developer,1
HeartCoreDev,1
Grounding Inc.,1
Naughty Dog LLC,1
Iron Galaxy Studios,1
Madison Karrh,1
Max Loh,1
RE:CODE,1
Newfangled Games,1
ASOBI,1
Hobo Cat Games,1
Cavemanon,1
FOZ,1
ElvNeko,1
GameStudio Inc.,1
KAI GRAPHICS INC.,1
Black Tower Basement,1
NEKOTOKAGE GAMES,1
SsmA,1
kouri,1
Acmore Games,1
